Majority.protein.IDs,Fasta.headers,Score,id,uniprot_id,gene_symbol,description,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3,dgc_1,dgc_2,dgc_3,logFC_hnox_vs_WT,CI.L_hnox_vs_WT,CI.R_hnox_vs_WT,average_intensity_hnox_vs_WT,t_hnox_vs_WT,B_hnox_vs_WT,P.Value_hnox_vs_WT,adj.P.Val_hnox_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,logFC_dgc_vs_WT,CI.L_dgc_vs_WT,CI.R_dgc_vs_WT,average_intensity_dgc_vs_WT,t_dgc_vs_WT,B_dgc_vs_WT,P.Value_dgc_vs_WT,adj.P.Val_dgc_vs_WT,sig.PVal_dgc_vs_WT,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,CI.L_dgc_vs_hnox,CI.R_dgc_vs_hnox,average_intensity_dgc_vs_hnox,t_dgc_vs_hnox,B_dgc_vs_hnox,P.Value_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,sig.FDR_dgc_vs_hnox
A1AY25,"tr|A1AY25|A1AY25_PARDP Amino acid/amide ABC transporter substrate-binding protein, HAAT family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0052 PE=4 SV=1",115.57,37,A1AY25,Pden_0052,"Amino acid/amide ABC transporter substrate-binding protein, HAAT family",19.90661726,19.98396899,19.95571882,19.7179414,19.65263237,19.72151919,20.56208345,20.56633183,20.46362225,-0.251404037,-0.373224995,-0.129583078,20.05893728,-4.713126486,-1.307553873,0.001296425,0.022532707,0,0,0.581910819,0.460089861,0.703731777,20.05893728,10.90920946,5.291026284,2.81E-06,0.001263066,0,0,0.833314856,0.711493898,0.955135814,20.05893728,15.62233595,8.160791345,1.53E-07,2.06E-05,0,0
A1AY26,"tr|A1AY26|A1AY26_PARDP Amino acid/amide ABC transporter ATP-binding protein 2, HAAT family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0053 PE=4 SV=1",13.484,38,A1AY26,Pden_0053,"Amino acid/amide ABC transporter ATP-binding protein 2, HAAT family",14.77723646,14.77793407,14.87568865,14.72069213,14.86851555,14.69747958,15.01484818,15.15094224,15.17298244,-0.048057308,-0.207104144,0.110989527,14.89514659,-0.690070194,-7.095484721,0.508608491,0.7179174,0,0,0.302637891,0.143591055,0.461684727,14.89514659,4.345673838,-1.369153192,0.002147336,0.039366046,0,0,0.350695199,0.191648363,0.509742035,14.89514659,5.035744032,-1.061558811,0.000846043,0.009008857,0,0
A1AY27,"tr|A1AY27|A1AY27_PARDP Phenylacetate-CoA ligase, putative OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0054 PE=4 SV=1",40.014,39,A1AY27,Pden_0054,"Phenylacetate-CoA ligase, putative",15.14344694,15.25943775,15.36789735,15.04610713,14.86013696,15.07314576,15.53960331,15.68243605,15.73072262,-0.2637974,-0.461441019,-0.066153781,15.30032599,-3.04822186,-3.867709986,0.014830389,0.086789103,0,0,0.39399331,0.196349691,0.591636929,15.30032599,4.552656777,-1.072920407,0.001612114,0.03368344,0,0,0.65779071,0.460147091,0.855434328,15.30032599,7.600878637,2.075764026,4.63E-05,0.001165014,0,0
A1AY29,tr|A1AY29|A1AY29_PARDP N-formylglutamate amidohydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0056 PE=4 SV=1,18.11,40,A1AY29,Pden_0056,N-formylglutamate amidohydrolase,15.32060225,15.63119903,15.41673164,15.17350306,15.35660239,15.07803834,15.34360107,15.46294734,15.52537181,-0.253463042,-0.485368675,-0.021557408,15.36762188,-2.496101282,-4.756627358,0.035608732,0.151548064,0,0,-0.012204234,-0.244109867,0.219701399,15.36762188,-0.120187162,-6.784254379,0.907136367,0.948689974,0,0,0.241258808,0.009353174,0.473164441,15.36762188,2.375914119,-5.17309802,0.043154509,0.132563566,0,0
A1AY31,tr|A1AY31|A1AY31_PARDP NUDIX hydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0058 PE=3 SV=1,13.45,41,A1AY31,Pden_0058,NUDIX hydrolase,13.77795698,14.5657484,14.1122537,14.28224254,14.2211728,14.02577206,14.11360621,14.36884392,14.21864244,0.024409442,-0.388060703,0.436879588,14.18735989,0.135620509,-7.343151503,0.895354143,0.957222865,0,0,0.081711167,-0.330758978,0.494181313,14.18735989,0.453992765,-6.679584073,0.661474892,0.791654091,0,0,0.057301725,-0.35516842,0.469771871,14.18735989,0.318372256,-7.527069242,0.758069312,0.849163712,0,0
A1AY32,"tr|A1AY32|A1AY32_PARDP Glutathione S-transferase, N-terminal domain OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0059 PE=4 SV=1",24.683,42,A1AY32,Pden_0059,"Glutathione S-transferase, N-terminal domain",19.58287004,19.53002433,19.53957775,19.73598013,19.73676611,19.79214426,19.74315753,19.64191269,19.6865855,0.204139456,0.089284168,0.318994744,19.66544648,4.059147352,-2.275039424,0.003226513,0.035899803,0,0,0.139727862,0.024872574,0.254583151,19.66544648,2.778375104,-3.777614264,0.022704476,0.124751422,0,0,-0.064411594,-0.179266882,0.050443694,19.66544648,-1.280772248,-6.74745606,0.234219293,0.400684184,0,0
A1AY33,tr|A1AY33|A1AY33_PARDP Orotidine 5-phosphate decarboxylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=pyrF PE=3 SV=1,138.38,43,A1AY33,pyrF,Orotidine 5-phosphate decarboxylase,23.60554271,23.48849687,23.49922194,23.6954502,23.67412198,23.77599887,23.54360079,23.53532433,23.68907413,0.184103177,0.037403748,0.330802605,23.6118702,2.866102504,-4.161554686,0.019757062,0.10235678,0,0,0.058245908,-0.088453521,0.204945337,23.6118702,0.906767312,-6.35921646,0.389589908,0.566714477,0,0,-0.125857269,-0.272556697,0.02084216,23.6118702,-1.959335192,-5.818837929,0.083730397,0.204135467,0,0
A1AY35,tr|A1AY35|A1AY35_PARDP Chaperone protein ClpB OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=clpB PE=3 SV=1,323.31,44,A1AY35,clpB,Chaperone protein ClpB,23.2699452,23.22310472,23.31235987,23.45588057,23.59128881,23.44517851,23.1220736,23.15140945,23.04768844,0.228979366,0.091126475,0.366832257,23.29099213,3.793493379,-2.683944178,0.004756013,0.044927338,0,0,-0.161412767,-0.299265657,-0.023559876,23.29099213,-2.674119825,-3.942998634,0.026799922,0.132717165,0,0,-0.390392133,-0.528245023,-0.252539242,23.29099213,-6.467613204,0.794060861,0.000151359,0.002682643,0,0
A1AY36,tr|A1AY36|A1AY36_PARDP Protein-methionine-sulfoxide reductase catalytic subunit MsrP OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=msrP PE=3 SV=1,27.092,45,A1AY36,msrP,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,18.18096032,18.32367013,18.36107736,18.48284411,18.65128722,18.67185745,18.17263796,18.47766773,18.48382236,0.313426989,0.085831874,0.541022103,18.4228694,3.145084466,-3.711747961,0.01274722,0.078579969,0,0,0.089473412,-0.138121703,0.317068527,18.4228694,0.897821341,-6.367338585,0.39407796,0.57156977,0,0,-0.223953576,-0.451548691,0.003641539,18.4228694,-2.247263125,-5.376122473,0.053004579,0.151586344,0,0
A1AY42,tr|A1AY42|A1AY42_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0069 PE=4 SV=1,3.6625,46,A1AY42,Pden_0069,Uncharacterized protein,14.39530659,14.45845784,14.67716621,14.85711209,14.77025956,14.63206218,14.55682137,14.62703757,14.92045342,0.242834398,-0.019746717,0.505415512,14.65496409,2.11383585,-5.358170744,0.065726953,0.21996076,0,0,0.19112724,-0.071453875,0.453708354,14.65496409,1.66373304,-5.472532612,0.132809047,0.304500062,0,0,-0.051707158,-0.314288273,0.210873956,14.65496409,-0.450102811,-7.471683921,0.663987864,0.782494885,0,0
A1AY46,"tr|A1AY46|A1AY46_PARDP Cobyrinic acid a,c-diamide synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0073 PE=4 SV=1",60.857,47,A1AY46,Pden_0073,"Cobyrinic acid a,c-diamide synthase",18.4478514,18.34219119,18.35613772,18.10149913,18.43333634,17.8968356,18.50338019,18.25157958,18.33480996,-0.238169745,-0.533837831,0.057498342,18.29640234,-1.845057739,-5.762666516,0.100804668,0.283178076,0,0,-0.018803524,-0.31447161,0.276864563,18.29640234,-0.145667483,-6.780500467,0.887649952,0.935208827,0,0,0.219366221,-0.076301865,0.515034308,18.29640234,1.699390256,-6.198965993,0.126201036,0.266446389,0,0
A1AY47,tr|A1AY47|A1AY47_PARDP Adenylate cyclase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0074 PE=4 SV=1,25.936,48,A1AY47,Pden_0074,Adenylate cyclase,18.47928633,18.47273896,18.38984905,18.30946821,18.45849011,18.49907753,18.58792483,18.58603202,18.64598995,-0.024946162,-0.169000685,0.11910836,18.49209522,-0.395490182,-7.267115569,0.702253541,0.845672767,0,0,0.159357487,0.015302965,0.30341201,18.49209522,2.52641351,-4.176534182,0.033924556,0.146148974,0,0,0.18430365,0.040249127,0.328358173,18.49209522,2.921903692,-4.294399641,0.018089705,0.072198021,0,0
A1AY52,"tr|A1AY52|A1AY52_PARDP Two component transcriptional regulator, winged helix family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0079 PE=4 SV=1",2.9397,49,A1AY52,Pden_0079,"Two component transcriptional regulator, winged helix family",14.9342199,15.21841185,15.01174729,15.01301282,15.20500722,15.29437852,15.01497859,15.08105254,15.06645522,0.11600651,-0.096701191,0.328714212,15.09325155,1.24554094,-6.56051724,0.246275003,0.47658263,0,0,-0.000630894,-0.213338596,0.212076807,15.09325155,-0.006773799,-6.792197382,0.994752127,0.998086492,0,0,-0.116637405,-0.329345107,0.096070297,15.09325155,-1.252314738,-6.781235118,0.24391781,0.410761742,0,0
A1AY55,tr|A1AY55|A1AY55_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0082 PE=4 SV=1,28.931,50,A1AY55,Pden_0082,Uncharacterized protein,17.03628978,16.97415728,16.82545678,16.96666194,17.11861426,17.06943431,17.19672006,16.95465563,17.02640133,0.106268889,-0.085651064,0.298188841,17.01871015,1.26457581,-6.53810235,0.239698846,0.47134941,0,0,0.113957726,-0.077962227,0.305877679,17.01871015,1.356071243,-5.874571457,0.210110079,0.400308736,0,0,0.007688838,-0.184231115,0.19960879,17.01871015,0.091495433,-7.578704194,0.929225424,0.958030345,0,0
A1AY60,tr|A1AY60|A1AY60_PARDP Acylneuraminate cytidylyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0087 PE=4 SV=1,57.08,51,A1AY60,Pden_0087,Acylneuraminate cytidylyltransferase,21.06305401,21.04148572,21.04629175,21.1031022,21.04091965,21.16163272,21.25036617,21.1722979,21.14177059,0.051607696,-0.071872519,0.175087911,21.11343564,0.954500039,-6.871715235,0.366267349,0.602028211,0,0,0.137867724,0.014387509,0.261347939,21.11343564,2.549905515,-4.13948038,0.03267472,0.145642899,0,0,0.086260028,-0.037220187,0.209740243,21.11343564,1.595405476,-6.34282184,0.14718167,0.294462155,0,0
A1AY61,tr|A1AY61|A1AY61_PARDP Flagellin modification protein FlmD OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0088 PE=4 SV=1,78.562,52,A1AY61,Pden_0088,Flagellin modification protein FlmD,22.07306476,22.01275949,21.97129336,21.9328441,21.95956283,22.02262,22.18190365,22.15439395,22.13935106,-0.047363558,-0.165060529,0.070333413,22.0497548,-0.91904736,-6.905211145,0.383489371,0.616788278,0,0,0.139510347,0.021813376,0.257207319,22.0497548,2.707073158,-3.890755285,0.025429764,0.129579165,0,0,0.186873905,0.069176934,0.304570877,22.0497548,3.626120518,-3.164809219,0.006103498,0.034132806,0,0
A1AY62,tr|A1AY62|A1AY62_PARDP DUF4910 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0089 PE=4 SV=1,134.49,53,A1AY62,Pden_0089,DUF4910 domain-containing protein,21.41968767,21.3354708,21.47888897,20.79431654,20.97584999,21.08177841,20.9053157,21.13840959,21.10603347,-0.460700833,-0.671117549,-0.250284118,21.13730568,-5.000317949,-0.901644622,0.000885986,0.017545866,0,0,-0.361429562,-0.571846277,-0.151012847,21.13730568,-3.922855347,-1.99319427,0.003932314,0.053503304,0,0,0.099271271,-0.111145444,0.309687986,21.13730568,1.077462603,-6.976819418,0.310992858,0.483535086,0,0
A1AY63,tr|A1AY63|A1AY63_PARDP Formyl transferase N-terminal domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0090 PE=4 SV=1,156.53,54,A1AY63,Pden_0090,Formyl transferase N-terminal domain-containing protein,25.10479224,25.15493114,25.15324737,25.34614634,25.23764983,25.27320286,25.18189509,25.13108102,25.18911332,0.148009429,0.031500734,0.264518124,25.19689547,2.901281751,-4.104769247,0.018688332,0.099893582,0,0,0.029706224,-0.08680247,0.146214919,25.19689547,0.582301594,-6.608709793,0.575528371,0.727238946,0,0,-0.118303205,-0.234811899,-0.00179451,25.19689547,-2.318980157,-5.263255424,0.047267032,0.141165835,0,0
A1AY66,tr|A1AY66|A1AY66_PARDP Polysaccharide biosynthesis protein CapD OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0093 PE=3 SV=1,174.27,55,A1AY66,Pden_0093,Polysaccharide biosynthesis protein CapD,25.95238063,25.80346645,25.9344546,25.41139881,25.78338435,25.27808898,25.38333243,25.52620152,25.50795816,-0.405809845,-0.683362829,-0.128256861,25.62007399,-3.345377974,-3.400635147,0.009502334,0.065639202,0,0,-0.424269855,-0.701822839,-0.146716871,25.62007399,-3.497556911,-2.655048731,0.007543439,0.07727006,0,0,-0.01846001,-0.296012994,0.259092974,25.62007399,-0.152178937,-7.570459034,0.882647505,0.934323135,0,0
A1AY77,tr|A1AY77|A1AY77_PARDP Toxin-antitoxin system HicB family antitoxin OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0104 PE=4 SV=1,38.924,56,A1AY77,Pden_0104,Toxin-antitoxin system HicB family antitoxin,20.17251714,20.1644553,20.0722745,20.22055411,20.17616982,20.31615673,20.31682206,20.21264018,20.28801079,0.101211241,-0.035531823,0.237954305,20.21551118,1.690372054,-5.983389689,0.127314694,0.320700794,0,0,0.136075357,-0.000667707,0.272818421,20.21551118,2.272652506,-4.573313278,0.050898647,0.179211353,0,0,0.034864116,-0.101878948,0.17160718,20.21551118,0.582280451,-7.398010924,0.575541973,0.714850196,0,0
A1AY85,tr|A1AY85|A1AY85_PARDP Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0112 PE=4 SV=1,89.023,57,A1AY85,Pden_0112,Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein,18.25644505,18.14078499,18.68665635,18.91835554,18.99386457,18.42481375,18.10011472,18.19857906,18.36018315,0.41771582,0.000409141,0.835022499,18.4533108,2.29395886,-5.082011765,0.04982232,0.186937786,0,0,-0.141669824,-0.558976503,0.275636855,18.4533108,-0.778004406,-6.469086249,0.458175897,0.627980757,0,0,-0.559385644,-0.976692323,-0.142078966,18.4533108,-3.071963267,-4.065821204,0.014648824,0.06288794,0,0
A1AY86,sp|A1AY86|PDTIR_PARDP NAD(+) hydrolase PdTIR OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0113 PE=1 SV=1,53.168,58,A1AY86,Pden_0113,NAD(+) hydrolase PdTIR,17.9845306,18.04252171,17.948499,18.00979969,18.04091671,17.84399489,17.97542423,17.95057657,18.01151126,-0.026946676,-0.173207721,0.11931437,17.97864163,-0.420760902,-7.255853524,0.684400328,0.833909761,0,0,-0.012679754,-0.1589408,0.133581292,17.97864163,-0.197988975,-6.770630714,0.847722034,0.910877382,0,0,0.014266922,-0.131994124,0.160527968,17.97864163,0.222771928,-7.555778724,0.828990263,0.902609599,0,0
A1AY87,"tr|A1AY87|A1AY87_PARDP SH3, type 3 domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0114 PE=4 SV=1",7.4206,59,A1AY87,Pden_0114,"SH3, type 3 domain protein",17.85694141,17.76093287,17.64256033,17.82809169,17.98142081,17.73069494,18.01638804,17.90949995,18.10845032,0.093257611,-0.107472007,0.293987229,17.87055337,1.061039829,-6.765033928,0.31797894,0.554456482,0,0,0.257967903,0.057238285,0.458697521,17.87055337,2.935033586,-3.52888847,0.017718896,0.111790877,0,0,0.164710292,-0.036019325,0.36543991,17.87055337,1.873993758,-5.945928953,0.095744688,0.222742824,0,0
A1AY88,tr|A1AY88|A1AY88_PARDP YecA family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0115 PE=4 SV=1,13.021,60,A1AY88,Pden_0115,YecA family protein,17.04750477,17.25920699,17.12708296,17.50148593,17.38192845,17.45333777,17.19614507,17.1226052,17.42134174,0.300985813,0.096490748,0.505480879,17.27895988,3.36141438,-3.365112918,0.009122662,0.064616677,0,0,0.1020991,-0.102395965,0.306594165,17.27895988,1.140244385,-6.125029447,0.285390418,0.471968765,0,0,-0.198886713,-0.403381778,0.005608352,17.27895988,-2.221169995,-5.416971463,0.05525839,0.156371957,0,0
A1AY89,tr|A1AY89|A1AY89_PARDP Transferase hexapeptide repeat containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0116 PE=4 SV=1,7.6492,61,A1AY89,Pden_0116,Transferase hexapeptide repeat containing protein,14.58978031,14.57091506,14.58834629,14.17981002,14.25361309,14.35799811,14.51618316,14.55435035,14.47652328,-0.319206811,-0.451454581,-0.186959041,14.45416885,-5.512424461,-0.207266511,0.000462731,0.011542572,0,0,-0.067328291,-0.199576061,0.064919479,14.45416885,-1.162701128,-6.100387723,0.276651758,0.467648292,0,0,0.25187852,0.11963075,0.384126289,14.45416885,4.349723333,-2.052370328,0.002135197,0.017753769,0,0
A1AY91,tr|A1AY91|A1AY91_PARDP DUF2200 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0118 PE=4 SV=1,10.294,62,A1AY91,Pden_0118,DUF2200 domain-containing protein,14.8516174,14.73501165,14.81742323,14.9455906,14.92467741,15.00574273,14.71631632,14.86668252,14.9999456,0.157319486,-0.017343007,0.33198198,14.87366749,2.057035195,-5.444326006,0.071746913,0.233246285,0,0,0.059630717,-0.115031776,0.234293211,14.87366749,0.779703057,-6.468211449,0.456791773,0.626896096,0,0,-0.097688769,-0.272351263,0.076973725,14.87366749,-1.277332138,-6.751566834,0.235374288,0.401836712,0,0
A1AY95,tr|A1AY95|A1AY95_PARDP GCN5-related N-acetyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0122 PE=4 SV=1,3.4153,63,A1AY95,Pden_0122,GCN5-related N-acetyltransferase,15.32429547,15.10313221,15.29859645,15.09007123,15.55019095,15.19188215,15.11290726,14.90641978,15.34270319,0.0353734,-0.297782056,0.368528856,15.21335541,0.243326783,-7.320482704,0.81366068,0.914858878,0,0,-0.121331301,-0.454486756,0.211824155,15.21335541,-0.834614567,-6.422290874,0.42731058,0.60334104,0,0,-0.156704701,-0.489860157,0.176450755,15.21335541,-1.07794135,-6.975751251,0.311399201,0.483535086,0,0
A1B7E6;A1AYA2,tr|A1B7E6|A1B7E6_PARDP DUF2285 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3367 PE=4 SV=1;tr|A1AYA2|A1AYA2_PARDP DUF2285 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0,19.927,64,A1B7E6,Pden_3367,DUF2285 domain-containing protein,17.06145228,16.78147809,16.75443528,17.11000452,16.95092737,17.3235553,17.11725046,16.99235218,16.92671351,0.262373847,-0.002292855,0.527040548,17.00201878,2.266301924,-5.121884784,0.05160304,0.191286387,0,0,0.146316834,-0.118349867,0.410983535,17.00201878,1.263838321,-5.98510589,0.240151789,0.428456238,0,0,-0.116057013,-0.380723714,0.148609688,17.00201878,-1.002463602,-7.053751142,0.344053749,0.517521385,0,0
A1AYA3,"tr|A1AYA3|A1AYA3_PARDP Transcriptional regulator, XRE family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0130 PE=4 SV=1",7.868,65,A1AYA3,Pden_0130,"Transcriptional regulator, XRE family",14.67055004,15.00941982,15.08244498,14.83264412,14.94186801,15.5004482,15.00358805,14.79721581,14.89627791,0.170848497,-0.238057947,0.57975494,14.97049521,0.957518655,-6.868245216,0.36537134,0.600922093,0,0,-0.021777685,-0.430684129,0.387128759,14.97049521,-0.122052814,-6.783987095,0.905761803,0.94798846,0,0,-0.192626182,-0.601532625,0.216280262,14.97049521,-1.079571469,-6.974028179,0.310713513,0.483535086,0,0
A1AYB3,tr|A1AYB3|A1AYB3_PARDP Antitoxin OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0140 PE=3 SV=1,52.745,67,A1AYB3,Pden_0140,Antitoxin,18.3913163,18.24434199,18.41764389,18.34938336,18.19169846,18.40548121,18.5278062,18.41053031,18.4126245,-0.03557972,-0.2102688,0.139109361,18.37231403,-0.465152781,-7.234456133,0.653544499,0.813814801,0,0,0.099219607,-0.075469473,0.273908688,18.37231403,1.297151209,-5.945849636,0.228785214,0.418146111,0,0,0.134799327,-0.039889754,0.309488407,18.37231403,1.76230399,-6.108643141,0.113940596,0.249557695,0,0
A1AYB4,tr|A1AYB4|A1AYB4_PARDP PilT protein-like protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0141 PE=4 SV=1,7.2484,68,A1AYB4,Pden_0141,PilT protein-like protein,13.50040807,13.23366765,12.9951508,13.41097524,13.34373516,13.13217881,12.96335529,13.11578503,13.16412514,0.052554226,-0.247313797,0.352422249,13.20659791,0.401425827,-7.264377704,0.698216073,0.844248937,0,0,-0.161987024,-0.461855046,0.137880999,13.20659791,-1.237308197,-6.015716847,0.249738943,0.440600336,0,0,-0.21454125,-0.514409273,0.085326773,13.20659791,-1.638734024,-6.283639352,0.138430772,0.281458491,0,0
A1AYB7,tr|A1AYB7|A1AYB7_PARDP Plasmid stabilization system OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0144 PE=3 SV=1,6.4788,69,A1AYB7,Pden_0144,Plasmid stabilization system,13.26941716,13.63776398,13.49839011,13.3336956,13.74819209,13.89050438,13.81998366,13.76038994,13.61050527,0.188940274,-0.155732654,0.533613202,13.61876024,1.256253846,-6.547513599,0.243241081,0.474717262,0,0,0.261769206,-0.082903722,0.606442135,13.61876024,1.740489547,-5.366363244,0.118605918,0.286312136,0,0,0.072828932,-0.271843996,0.41750186,13.61876024,0.484235701,-7.454152561,0.640742583,0.765345123,0,0
A1AYB8,"tr|A1AYB8|A1AYB8_PARDP Transcriptional regulator, CopG family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0145 PE=4 SV=1",34.347,70,A1AYB8,Pden_0145,"Transcriptional regulator, CopG family",18.99477244,19.00162147,19.03409744,18.79719663,18.82234655,18.90310413,19.04635137,19.10769624,19.13533841,-0.169281347,-0.288254329,-0.050308364,18.98250274,-3.249522994,-3.544055682,0.010839146,0.070532996,0,0,0.086298226,-0.032674757,0.205271209,18.98250274,1.656579858,-5.482216226,0.134084431,0.306425783,0,0,0.255579572,0.13660659,0.374552555,18.98250274,4.906102852,-1.243710137,0.00100251,0.010308253,0,0
A1AYD7,"tr|A1AYD7|A1AYD7_PARDP Transcriptional regulator, TetR family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0164 PE=4 SV=1",14.628,72,A1AYD7,Pden_0164,"Transcriptional regulator, TetR family",14.98057316,15.0840134,15.33590576,15.30154125,14.97136866,14.99633899,16.43156898,14.95342207,15.49089215,-0.043747805,-0.777441938,0.689946328,15.28284716,-0.136647364,-7.342995844,0.894567296,0.957222865,0,0,0.491796959,-0.241897175,1.225491092,15.28284716,1.53614011,-5.645012922,0.161713099,0.344376082,0,0,0.535544764,-0.19814937,1.269238897,15.28284716,1.672787474,-6.236398269,0.131553918,0.273250776,0,0
A1AYD9,"tr|A1AYD9|A1AYD9_PARDP Gentisate 1,2-dioxygenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_0167 PE=4 SV=1",30.763,73,A1AYD9,Pden_0167,"Gentisate 1,2-dioxygenase",17.32199562,17.36700653,17.33782581,16.90808741,16.95378339,16.98090559,17.87422221,17.84891154,17.7329372,-0.394683854,-0.520280513,-0.269087196,17.36951948,-7.176788316,1.801939497,7.09E-05,0.003538496,0,0,0.476414331,0.350817673,0.602010989,17.36951948,8.662945709,3.553951544,1.71E-05,0.004063573,0,0,0.871098185,0.745501527,0.996694843,17.36951948,15.83973402,8.278334811,1.37E-07,1.98E-05,0,0
